road,ga_length,ga_start,ga_end,ga_k_end,ga_kind,ga_q,가로수길길이,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
잠원로3길,37.510762,127.006495,37.508169,127.003629,양버즘+은행+회화+이팝,74,0.54,"주 가로수종은 양버즘나무, 일부 은행나무 및 회화나무 혼식",,,잠원동102~잠원동101,,,2019-06-25,3210000,서울특별시 서초구
양재천로,37.480244,127.042388,37.475604,127.038359,이팝+메타,218,1.63,"주 가로수종으로 메타세콰이어 식재, 수형은 양호함 녹지 면적 넓고 다양한 수종 혼식",,,우면동23-2~양재동84-20,,,2019-06-25,3210000,서울특별시 서초구
미남로,35.208078,129.069547,35.195531,129.071794,은행나무,220,1.5,가로변을 따라 은행나무가 식재되어 있어 가을철 단풍을 볼 수 있음,미남로,,미남교차로~연제구경계,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
온천장로,35.211873,129.078698,35.218713,129.082507,은행나무+느티나무+먼나무,97,1.5,"가로변을 따라 대형 가로수가 식재되어 있어 여름철 그늘을 제공하고 가을철 은행나무 단풍을 감상할 수 있으며, 먼나무가 식재되어 사시사철 푸른 가로변을 조성하고 있음",온천장로,,동래롯데백화점~금강공원로,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
온천장로107번길,35.220216,129.084102,35.220503,129.082877,먼나무,13,0.25,가로변으로 먼나무가 식재되어 있어 사시사철 푸른 가로변을 조성하고 있음,온천장로107번길,,온천장로~허심청,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
온천천로,35.217876,129.085143,35.190998,129.107152,은행나무+왕벚나무+히말라야시다+가시나무+곰솔+후박나무+향나무+먼나무+이팝나무,430,5,가로변을 따라 왕벚나무가 식재되어 있어 온천천을 따라 걸으면서 봄철 벚꽃을 감상할 수 있음,온천천로,,온천교~안락교,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
명륜로,35.197171,129.083158,35.217107,129.085905,은행나무+이팝나무,220,2.5,가로변을 따라 가로수가 조성되어 봄철 하얀 이팝나무의 꽃과 가을철 은행나무 단풍을 감상할 수 있음,명륜로,,세병교~온천장입구교차로,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
명륜로129번길,35.205358,129.078799,35.205378,129.082229,느티나무,13,0.3,가로변을 따라 대형 느티나무가 식재되어 있어 여름철 그늘을 제공,명륜로129번길,,동래지하철역~명륜로,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
동래로,35.214204,129.076796,35.201427,129.093368,은행나무+이팝나무+플라타너스+느티나무+회화나무,207,2.3,"가로변을 따라 가로수가 조성되어 봄철 하얀 이팝나무의 꽃과 가을철 은행나무 단풍을 감상할 수 있으며, 여름철 그늘을 제공",동래로,,유락삼거리~동래고등학교,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
수안로,35.199471,129.084732,35.194372,129.087981,은행나무,106,0.6,가로변을 따라 은행나무가 식재되어 있어 가을철 단풍을 볼 수 있음,수안로,,동래경찰서~온천천로,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
낙민로,35.200214,129.090787,35.198085,129.090145,느티나무,38,0.2,가로변을 따라 느티나무가 식재되어 있어 여름철 그늘을 제공,낙민로,,충렬대로~동래역,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
안락로,35.201277,129.097321,35.200273,129.101152,은행나무,14,1.4,가로변을 따라 은행나무가 식재되어 있어 가을철 단풍을 볼 수 있음,안락로,,충렬사후문~서원시장입구,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
연안로,35.195166,129.109236,35.190998,129.107152,왕벚나무+느티나무,74,0.6,가로변을 따라 왕벚나무가 식재되어 있어 봄철 벚꽃을 감상할 수 있음,연안로,,안락뜨란채삼거리~안락교,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
안연로,35.194176,129.098408,35.192232,129.099238,은행나무+이팝나무,34,0.3,가로변을 따라 가로수가 식재되어 있어 봄철 하얀 이팝나무 꽃과 가을철 은행나무 단풍을 감상할 수 있음,안연로,,낙민공원~연산교,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
안남로,35.194176,129.098408,35.191194,129.107171,왕벚나무+이팝나무,51,0.29,가로변을 따라 가로수가 식재되어 있어 봄철 벚꽃과 하얀 이팝나무 꽃을 감상할 수 있음,안남로,,안진초등학교~안락뜨란채,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
명장로,35.204533,129.108279,35.201889,129.110995,이팝나무,15,0.1,가로변을 따라 이팝나무가 식재되어 있어 봄철 하얀 이팝나무 꽃을 감상할 수 있음,명장로,,명장1동주민센터~충렬고등학교,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
삼어로,35.198936,129.112472,35.201345,129.115368,왕벚나무,67,0.4,가로변을 따라 왕벚나무가 식재되어 있어 봄철 벚꽃을 감상할 수 있음,삼어로,,안락현대아파트~해운대구경계,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
쇠미로40번길,35.197798,129.053399,35.198605,129.057144,이팝나무,34,0.35,가로변을 따라 이팝나무가 식재되어 있어 봄철 하얀 이팝나무 꽃을 감상할 수 있음,쇠미로40번길,,쇠미로~사직북로,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
복천로,35.205705,129.088087,35.208144,129.091125,이팝나무,46,0.27,가로변을 따라 이팝나무가 식재되어 있어 봄철 하얀 이팝나무 꽃을 감상할 수 있음,복천로,,복천우성베스토피아~복천박물관,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
복천로5번길,35.205664,129.086681,35.207003,129.086984,이팝나무,10,0.2,가로변을 따라 이팝나무가 식재되어 있어 봄철 하얀 이팝나무 꽃을 감상할 수 있음,복천로5번길,,복산동주민센터~명륜아이파크2단지 입구,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
충렬대로446번길,35.192383,129.105131,35.193089,129.105515,왕벚나무,6,0.08,가로변을 따라 왕벚나무가 식재되어 있어 봄철 벚꽃을 감상할 수 있음,충렬대로446번길,,안남로~연안로51번길,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
구만덕로,35.208078,129.069547,35.210972,129.065953,왕벚나무,24,0.15,가로변을 따라 왕벚나무가 식재되어 있어 봄철 벚꽃을 감상할 수 있음,구만덕로,,미남교차로~대동타운아파트,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
시실로,35.217107,129.085905,35.213459,129.092531,이팝나무,196,1.2,가로변을 따라 이팝나무가 식재되어 있어 봄철 하얀 이팝나무 꽃을 감상할 수 있음,시실로,,온천장입구교차로~명서로,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
문화로,35.213788,129.090353,35.212436,129.090004,이팝나무,16,0.07,가로변을 따라 이팝나무가 식재되어 있어 봄철 하얀 이팝나무 꽃을 감상할 수 있음,문화로,,시실로~동래문화회관,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
완도~군외,34.316715,126.745582,34.367378,126.641862,배롱나무+담팔수나무+동백나무,3609,4,내용없음,국도13호선,,완도~군외,061-550-5524,완도군청,2019-10-04,4990000,전라남도 완도군
중앙대로,35.199474,129.078109,35.221781,129.086852,은행나무+왕벚나무+향나무+가중나무+먼나무,471,2.7,가로변을 따라 가로수가 조성되어 봄철 왕벚나무의 벚꽃과 가을철 은행나무 단풍을 감상할 수 있음,중앙대로,,부전교회~온천장역,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
충렬대로,35.208078,129.069547,35.194267,129.113494,은행나무+가시나무+단풍나무,544,4.8,가로변을 따라 은행나무가 조성되어 가을철 단풍을 볼 수 있음,충렬대로,,미남교차로~원동I.C.,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
충렬대로107번길,35.207823,129.072716,35.212711,129.072926,은행나무+느티나무,42,0.3,가로변을 따라 대형목이 식재되어 있어 여름철 그늘을 제공,충렬대로107번길,,온천2동주민센터~온천초등학교,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
충렬대로238번길,35.201483,129.085236,35.199471,129.084732,은행나무,12,0.2,가로변을 따라 은행나무가 식재되어 있어 가을철 단풍을 볼 수 있음,충렬대로238번길,,충렬대로~동래경찰서,051-550-4494,부산광역시 동래구청,2019-03-21,3300000,부산광역시 동래구
상리다리 ~ 바위공원,37.368626,128.405402,37.376359,128.410133,"소나무,산딸,느티,이팝",189,730,바위공원 진입로 가로수길 조성,바위공원길,군도,상리다리 ~ 바위공원,033-330-2438,평창군청,2019-04-01,4280000,강원도 평창군
진부IC앞 로터리 ~ 호명교,37.645987,128.564243,37.653015,128.579697,은행나무,203,1350,진부 시가지 은행나무 가로수길 조성,진부로~송정길,군도,진부IC앞 로터리 ~ 호명교,033-330-2438,평창군청,2019-04-01,4280000,강원도 평창군
대화파출소 ~ 대화 주유소,37.498829,128.455344,37.503947,128.455217,주목나무,64,550,대화 시가지 주목나무 가로수길 조성,대화중앙로,군도,대화파출소 ~ 대화 주유소,033-330-2438,평창군청,2019-04-01,4280000,강원도 평창군
미탄 큰골굴 ~ 동굴교,37.348364,128.511429,37.358616,128.523476,벚나무,89,1200,도로변 벚나무꽃길 조성,평안한치길,군도,미탄 큰골굴 ~ 동굴교,033-330-2438,평창군청,2019-04-01,4280000,강원도 평창군
평창 고길리표지석 ~ 지동교,37.397171,128.451247,37.410637,128.465098,벚나무,465,2100,도로변 벚나무꽃길 조성,고길천로,군도,평창 고길리표지석 ~ 지동교,033-330-2438,평창군청,2019-04-01,4280000,강원도 평창군
대상리 ~ 대하리 영월경계,37.332124,128.350074,37.306881,128.358903,벚나무,515,5500,도로변 벚나무꽃길 조성,평창강로,군도,대상리 ~ 대하리 영월경계,033-330-2438,평창군청,2019-04-01,4280000,강원도 평창군
평창 하일교 ~ 원당리버스정류장,37.396909,128.357261,37.401972,128.328658,벚나무,427,2800,도로변 벚나무꽃길 조성,하일길~원당길,군도,평창 하일교 ~ 원당리버스정류장,033-330-2438,평창군청,2019-04-01,4280000,강원도 평창군
노성산진입로 ~ 주진다리,37.372047,128.394933,37.392098,128.400319,벚나무,115,2500,국도변 양측 벚나무 식재로 봄철 벚나무꽃길 조성,평창북로,일반국도,노성산진입로 ~ 주진다리,033-330-2438,평창군청,2019-04-01,4280000,강원도 평창군
시외버스터미널 ~ 원동재 입구,37.366043,128.389675,37.307073,128.390759,"자작,메타",47,10000,국도변 가로수길 조성,평창남로,일반국도,시외버스터미널 ~ 원동재 입구,033-330-2438,평창군청,2019-04-01,4280000,강원도 평창군
대화리입구 ~ 대화시가지,37.491301,128.457773,37.498724,128.455488,복자기,117,2500,마을 시가지 진입로 단풍가로수길 조성,대화중앙로,일반국도,대화리입구 ~ 대화시가지,033-330-2438,평창군청,2019-04-01,4280000,강원도 평창군
대화우회도로 ~ 던짓골입구,37.492544,128.456926,37.504036,128.454834,벚나무,92,2000,국도변 양측 벚나무 식재로 봄철 벚나무꽃길 조성,대화로,일반국도,대화우회도로 ~ 던짓골입구,033-330-2438,평창군청,2019-04-01,4280000,강원도 평창군
미탄중학교 ~ 창리삼거리,37.341331,128.497375,37.338699,128.501484,벚나무,31,200,국도변 양측 벚나무 식재로 봄철 벚나무꽃길 조성,미탄로,일반국도,미탄중학교 ~ 창리삼거리,033-330-2438,평창군청,2019-04-01,4280000,강원도 평창군
구종부다리 ~ 상리다리,37.366127,128.392714,37.368685,128.405202,벚나무,125,1200,국도변 양측 벚나무 식재로 봄철 벚나무꽃길 조성,평창동로,일반국도,구종부다리 ~ 상리다리,033-330-2438,평창군청,2019-04-01,4280000,강원도 평창군
상리다리 ~ 백운쉼터,37.366042,128.407831,37.332755,128.54094,은행나무,241,15000,국도변 가로수길 조성,"평창동로,미탄로",일반국도,상리다리 ~ 백운쉼터,033-330-2438,평창군청,2019-04-01,4280000,강원도 평창군
평창군청 ~ 종부다리,37.370119,128.390135,37.366273,128.389716,소나무,113,500,군청앞 국도변 소나무길 조성,군청로,일반국도,평창군청 ~ 종부다리,033-330-2438,평창군청,2019-04-01,4280000,강원도 평창군
미탄삼거리 ~ 율치분교,37.336224,128.482675,37.317615,128.481027,은행나무,144,2500,도로변 은행나무 가로수길 조성,미탄남로,지방도,미탄삼거리 ~ 율치분교,033-330-2438,평창군청,2019-04-01,4280000,강원도 평창군
미탄주유소 ~ 창리 삼거리,37.342304,128.492861,37.338653,128.501766,메타세콰이어,70,550,도로변 메타세콰이어가로수길 조성,미탄로,지방도,미탄주유소 ~ 창리 삼거리,033-330-2438,평창군청,2019-04-01,4280000,강원도 평창군
계촌수동2교 ~ 계촌창수동입구,37.454564,128.348623,37.451602,128.326609,벚나무,231,1200,도로변 벚나무꽃길 조성,고원로,지방도,계촌수동2교 ~ 계촌창수동입구,033-330-2438,평창군청,2019-04-01,4280000,강원도 평창군
대화물구비공원 ~ 가평초등학교,37.467836,128.419398,37.447866,128.480896,벚나무,215,5000,도로변 벚나무꽃길 조성,가평로~금당계곡로,지방도,대화물구비공원 ~ 가평초등학교,033-330-2438,평창군청,2019-04-01,4280000,강원도 평창군
월정삼거리 ~ 월정사매표소,37.668598,128.593842,37.723524,128.600129,전나무,402,8000,오대산 진입로 전나무식재로 특색있는 가로수길 조성,오대산로,지방도,월정삼거리 ~ 월정사매표소,033-330-2438,평창군청,2019-04-01,4280000,강원도 평창군
